Localité;ID;Code postal;ssCommune;Sous-commune;Commune principale;Province;;;;;;;;;;;;;;;;;;;;;
Val-Meer;3749;3770;VRAI;Oui;RIEMST;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Vlijtingen;3750;3770;VRAI;Oui;RIEMST;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Vroenhoven;3751;3770;VRAI;Oui;RIEMST;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Zichen-Zussen-Bolder;3752;3770;VRAI;Oui;RIEMST;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Fouron-Saint-Martin;3753;3790;VRAI;Oui;FOURONS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Mouland;3754;3790;VRAI;Oui;FOURONS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Remersdaal;3755;3791;VRAI;Oui;FOURONS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Fouron-Saint-Pierre;3756;3792;VRAI;Oui;FOURONS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Teuven;3757;3793;VRAI;Oui;FOURONS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Fouron-Le-Comte;3758;3798;VRAI;Oui;FOURONS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Aalst;3800;3800;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Brustem;3801;3800;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Engelmanshoven;3802;3800;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Gelinden;3803;3800;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Groot-Gelmen;3804;3800;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Halmaal;3805;3800;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Kerkom-Bij-Sint-Truiden;3806;3800;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Ordingen;3807;3800;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Sint-Truiden;3808;3800;FAUX;Non;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Zepperen;3809;3800;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Duras;3810;3803;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Gorsem;3811;3803;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Runkelen;3812;3803;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Wilderen;3813;3803;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Velm;3814;3806;VRAI;Oui;SINT-TRUIDEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Berlingen;3815;3830;VRAI;Oui;WELLEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Wellen;3816;3830;FAUX;Non;WELLEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Herten;3817;3831;VRAI;Oui;WELLEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Ulbeek;3818;3832;VRAI;Oui;WELLEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Bommershoven;3819;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Borgloon;3820;3840;FAUX;Non;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Broekom;3821;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Gors-Opleeuw;3822;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Gotem;3823;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Groot-Loon;3824;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Haren;3825;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Hendrieken;3826;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Hoepertingen;3827;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Jesseren;3828;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Kerniel;3829;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Kolmont;3830;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Kuttekoven;3831;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Rijkel;3832;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Voort;3833;3840;VRAI;Oui;BORGLOON;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Binderveld;3834;3850;VRAI;Oui;NIEUWERKERKEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Kozen;3835;3850;VRAI;Oui;NIEUWERKERKEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Nieuwerkerken;3836;3850;FAUX;Non;NIEUWERKERKEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Wijer;3837;3850;VRAI;Oui;NIEUWERKERKEN;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Batsheers;3838;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Bovelingen;3839;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Gutshoven;3840;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Heers;3841;3870;FAUX;Non;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Heks;3842;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Horpmaal;3843;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Klein-Gelmen;3844;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Mechelen-Bovelingen;3845;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Mettekoven;3846;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Opheers;3847;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Rukkelingen-Loon;3848;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Vechmaal;3849;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Veulen;3850;3870;VRAI;Oui;HEERS;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Boekhout;3851;3890;VRAI;Oui;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Gingelom;3852;3890;FAUX;Non;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Jeuk;3853;3890;VRAI;Oui;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Kortijs;3854;3890;VRAI;Oui;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Montenaken;3855;3890;VRAI;Oui;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Niel-Bij-Sint-Truiden;3856;3890;VRAI;Oui;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Vorsen;3857;3890;VRAI;Oui;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Borlo;3858;3891;VRAI;Oui;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Buvingen;3859;3891;VRAI;Oui;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Mielen-Boven-Aalst;3860;3891;VRAI;Oui;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Muizen;3861;3891;VRAI;Oui;GINGELOM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Overpelt;3900;3900;VRAI;Oui;PELT;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Neerpelt;3901;3910;VRAI;Oui;PELT;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Sint-Huibrechts-Lille;3902;3910;VRAI;Oui;PELT;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Lommel;3903;3920;FAUX;Non;LOMMEL;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Achel;3904;3930;VRAI;Oui;HAMONT-ACHEL;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Hamont;3905;3930;VRAI;Oui;HAMONT-ACHEL;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Hechtel;3906;3940;VRAI;Oui;HECHTEL-EKSEL;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Eksel;3907;3941;VRAI;Oui;HECHTEL-EKSEL;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Kwaadmechelen;3908;3945;VRAI;Oui;HAM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Oostham;3909;3945;VRAI;Oui;HAM;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Bocholt;3910;3950;FAUX;Non;BOCHOLT;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Kaulille;3911;3950;VRAI;Oui;BOCHOLT;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Reppel;3912;3950;VRAI;Oui;BOCHOLT;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Beek;3913;3960;VRAI;Oui;BREE;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Bree;3914;3960;FAUX;Non;BREE;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Gerdingen;3915;3960;VRAI;Oui;BREE;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Opitter;3916;3960;VRAI;Oui;BREE;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Tongerlo;3917;3960;VRAI;Oui;BREE;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Leopoldsburg;3918;3970;FAUX;Non;LEOPOLDSBURG;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Heppen;3919;3971;VRAI;Oui;LEOPOLDSBURG;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Tessenderlo;3920;3980;FAUX;Non;TESSENDERLO;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Grote-Brogel;3921;3990;VRAI;Oui;PEER;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Kleine-Brogel;3922;3990;VRAI;Oui;PEER;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Peer;3923;3990;FAUX;Non;PEER;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Wijchmaal;3924;3990;VRAI;Oui;PEER;LIMBOURG;;;;;;;;;;;;;;;;;;;;;
Glain;4000;4000;VRAI;Oui;LIÈGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Liège;4001;4000;FAUX;Non;LIÈGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Rocourt;4002;4000;VRAI;Oui;LIÈGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bressoux;4003;4020;VRAI;Oui;LIÈGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Jupille-Sur-Meuse;4004;4020;VRAI;Oui;LIÈGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Liège;4005;4020;FAUX;Non;LIÈGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Wandre;4006;4020;VRAI;Oui;LIÈGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Grivegnée;4007;4030;VRAI;Oui;LIÈGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Angleur;4008;4031;VRAI;Oui;LIÈGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Chênée;4009;4032;VRAI;Oui;LIÈGE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Herstal;4010;4040;FAUX;Non;HERSTAL;LIEGE;;;;;;;;;;;;;;;;;;;;;
Milmort;4011;4041;VRAI;Oui;HERSTAL;LIEGE;;;;;;;;;;;;;;;;;;;;;
Vottem;4012;4041;VRAI;Oui;HERSTAL;LIEGE;;;;;;;;;;;;;;;;;;;;;
Liers;4013;4042;VRAI;Oui;HERSTAL;LIEGE;;;;;;;;;;;;;;;;;;;;;
Chaudfontaine;4014;4050;FAUX;Non;CHAUDFONTAINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Vaux-Sous-Chèvremont;4015;4051;VRAI;Oui;CHAUDFONTAINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Beaufays;4016;4052;VRAI;Oui;CHAUDFONTAINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Embourg;4017;4053;VRAI;Oui;CHAUDFONTAINE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Liège X;4018;4099;FAUX;;Liège X;;;;;;;;;;;;;;;;;;;;;;
Boncelles;4100;4100;VRAI;Oui;SERAING;LIEGE;;;;;;;;;;;;;;;;;;;;;
Seraing;4101;4100;FAUX;Non;SERAING;LIEGE;;;;;;;;;;;;;;;;;;;;;
Jemeppe-Sur-Meuse;4102;4101;VRAI;Oui;SERAING;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ougrée;4103;4102;VRAI;Oui;SERAING;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ehein;4104;4120;VRAI;Oui;NEUPRÉ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Rotheux-Rimière;4105;4120;VRAI;Oui;NEUPRÉ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Neuville-En-Condroz;4106;4121;VRAI;Oui;NEUPRÉ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Plainevaux;4107;4122;VRAI;Oui;NEUPRÉ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Esneux;4108;4130;FAUX;Non;ESNEUX;LIEGE;;;;;;;;;;;;;;;;;;;;;
Tilff;4109;4130;VRAI;Oui;ESNEUX;LIEGE;;;;;;;;;;;;;;;;;;;;;
Dolembreux;4110;4140;VRAI;Oui;SPRIMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Gomzé-Andoumont;4111;4140;VRAI;Oui;SPRIMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Rouvreux;4112;4140;VRAI;Oui;SPRIMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Sprimont;4113;4140;FAUX;Non;SPRIMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Louveigné;4114;4141;VRAI;Oui;SPRIMONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Anthisnes;4115;4160;FAUX;Non;ANTHISNES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Villers-Aux-Tours;4116;4161;VRAI;Oui;ANTHISNES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hody;4117;4162;VRAI;Oui;ANTHISNES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Tavier;4118;4163;VRAI;Oui;ANTHISNES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Comblain-Au-Pont;4119;4170;FAUX;Non;COMBLAIN-AU-PONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Poulseur;4120;4171;VRAI;Oui;COMBLAIN-AU-PONT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Comblain-Fairon;4121;4180;VRAI;Oui;HAMOIR;LIEGE;;;;;;;;;;;;;;;;;;;;;
Comblain-La-Tour;4122;4180;VRAI;Oui;HAMOIR;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hamoir;4123;4180;FAUX;Non;HAMOIR;LIEGE;;;;;;;;;;;;;;;;;;;;;
Filot;4124;4181;VRAI;Oui;HAMOIR;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ferrières;4125;4190;FAUX;Non;FERRIÈRES;LIEGE;;;;;;;;;;;;;;;;;;;;;
My;4126;4190;VRAI;Oui;FERRIÈRES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Vieuxville;4127;4190;VRAI;Oui;FERRIÈRES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Werbomont;4128;4190;VRAI;Oui;FERRIÈRES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Xhoris;4129;4190;VRAI;Oui;FERRIÈRES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Burdinne;4210;4210;FAUX;Non;BURDINNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hannêche;4211;4210;VRAI;Oui;BURDINNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lamontzée;4212;4210;VRAI;Oui;BURDINNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Marneffe;4213;4210;VRAI;Oui;BURDINNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Oteppe;4214;4210;VRAI;Oui;BURDINNE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Héron;4215;4217;FAUX;Non;HÉRON;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lavoir;4216;4217;VRAI;Oui;HÉRON;LIEGE;;;;;;;;;;;;;;;;;;;;;
Waret-L'Evêque;4217;4217;VRAI;Oui;HÉRON;LIEGE;;;;;;;;;;;;;;;;;;;;;
Couthuin;4218;4218;VRAI;Oui;HÉRON;LIEGE;;;;;;;;;;;;;;;;;;;;;
Acosse;4219;4219;VRAI;Oui;WASSEIGES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ambresin;4220;4219;VRAI;Oui;WASSEIGES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Meeffe;4221;4219;VRAI;Oui;WASSEIGES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Wasseiges;4222;4219;FAUX;Non;WASSEIGES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Boëlhe;4223;4250;VRAI;Oui;GEER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Geer;4224;4250;FAUX;Non;GEER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hollogne-Sur-Geer;4225;4250;VRAI;Oui;GEER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lens-Saint-Servais;4226;4250;VRAI;Oui;GEER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Omal;4227;4252;VRAI;Oui;GEER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Darion;4228;4253;VRAI;Oui;GEER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ligney;4229;4254;VRAI;Oui;GEER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Berloz;4230;4257;FAUX;Non;BERLOZ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Corswarem;4231;4257;VRAI;Oui;BERLOZ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Rosoux-Crenwick;4232;4257;VRAI;Oui;BERLOZ;LIEGE;;;;;;;;;;;;;;;;;;;;;
Avennes;4233;4260;VRAI;Oui;BRAIVES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Braives;4234;4260;FAUX;Non;BRAIVES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ciplet;4235;4260;VRAI;Oui;BRAIVES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fallais;4236;4260;VRAI;Oui;BRAIVES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fumal;4237;4260;VRAI;Oui;BRAIVES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Ville-En-Hesbaye;4238;4260;VRAI;Oui;BRAIVES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Latinne;4239;4261;VRAI;Oui;BRAIVES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Tourinne;4240;4263;VRAI;Oui;BRAIVES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Abolens;4241;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Avernas-Le-Bauduin;4242;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Avin;4243;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bertrée;4244;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Blehen;4245;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Cras-Avernas;4246;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Crehen;4247;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Grand-Hallet;4248;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hannut;4249;4280;FAUX;Non;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lens-Saint-Remy;4250;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Merdorp;4251;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Moxhe;4252;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Petit-Hallet;4253;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Poucet;4254;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Thisnes;4255;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Trognée;4256;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Villers-Le-Peuplier;4257;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Wansin;4258;4280;VRAI;Oui;HANNUT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lincent;4259;4287;FAUX;Non;LINCENT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Pellaines;4260;4287;VRAI;Oui;LINCENT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Racour;4261;4287;VRAI;Oui;LINCENT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bettincourt;4300;4300;VRAI;Oui;WAREMME;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bleret;4301;4300;VRAI;Oui;WAREMME;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bovenistier;4302;4300;VRAI;Oui;WAREMME;LIEGE;;;;;;;;;;;;;;;;;;;;;
Grand-Axhe;4303;4300;VRAI;Oui;WAREMME;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lantremange;4304;4300;VRAI;Oui;WAREMME;LIEGE;;;;;;;;;;;;;;;;;;;;;
Oleye;4305;4300;VRAI;Oui;WAREMME;LIEGE;;;;;;;;;;;;;;;;;;;;;
Waremme;4306;4300;FAUX;Non;WAREMME;LIEGE;;;;;;;;;;;;;;;;;;;;;
Aineffe;4307;4317;VRAI;Oui;FAIMES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Borlez;4308;4317;VRAI;Oui;FAIMES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Celles;4309;4317;VRAI;Oui;FAIMES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Faimes;4310;4317;FAUX;Non;FAIMES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Les Waleffes;4311;4317;VRAI;Oui;FAIMES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Viemme;4312;4317;VRAI;Oui;FAIMES;LIEGE;;;;;;;;;;;;;;;;;;;;;
Awans;4313;4340;FAUX;Non;AWANS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fooz;4314;4340;VRAI;Oui;AWANS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Othée;4315;4340;VRAI;Oui;AWANS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Villers-L'Evêque;4316;4340;VRAI;Oui;AWANS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hognoul;4317;4342;VRAI;Oui;AWANS;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fexhe-Le-Haut-Clocher;4318;4347;FAUX;Non;FEXHE-LE-HAUT-CLOCHER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Freloux;4319;4347;VRAI;Oui;FEXHE-LE-HAUT-CLOCHER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Noville;4320;4347;VRAI;Oui;FEXHE-LE-HAUT-CLOCHER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Roloux;4321;4347;VRAI;Oui;FEXHE-LE-HAUT-CLOCHER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Voroux-Goreux;4322;4347;VRAI;Oui;FEXHE-LE-HAUT-CLOCHER;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lamine;4323;4350;VRAI;Oui;REMICOURT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Momalle;4324;4350;VRAI;Oui;REMICOURT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Pousset;4325;4350;VRAI;Oui;REMICOURT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Remicourt;4326;4350;FAUX;Non;REMICOURT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Hodeige;4327;4351;VRAI;Oui;REMICOURT;LIEGE;;;;;;;;;;;;;;;;;;;;;
Donceel;4328;4357;FAUX;Non;DONCEEL;LIEGE;;;;;;;;;;;;;;;;;;;;;
Haneffe;4329;4357;VRAI;Oui;DONCEEL;LIEGE;;;;;;;;;;;;;;;;;;;;;
Jeneffe;4330;4357;VRAI;Oui;DONCEEL;LIEGE;;;;;;;;;;;;;;;;;;;;;
Limont;4331;4357;VRAI;Oui;DONCEEL;LIEGE;;;;;;;;;;;;;;;;;;;;;
Bergilers;4332;4360;VRAI;Oui;OREYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Grandville;4333;4360;VRAI;Oui;OREYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Lens-Sur-Geer;4334;4360;VRAI;Oui;OREYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Oreye;4335;4360;FAUX;Non;OREYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Otrange;4336;4360;VRAI;Oui;OREYE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Crisnée;4337;4367;FAUX;Non;CRISNÉE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Fize-Le-Marsal;4338;4367;VRAI;Oui;CRISNÉE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Kemexhe;4339;4367;VRAI;Oui;CRISNÉE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Odeur;4340;4367;VRAI;Oui;CRISNÉE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Thys;4341;4367;VRAI;Oui;CRISNÉE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Awirs;4400;4400;VRAI;Oui;FLÉMALLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Chokier;4401;4400;VRAI;Oui;FLÉMALLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Flémalle-Grande;4402;4400;VRAI;Oui;FLÉMALLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Flémalle-Haute;4403;4400;VRAI;Oui;FLÉMALLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
Gleixhe;4404;4400;VRAI;Oui;FLÉMALLE;LIEGE;;;;;;;;;;;;;;;;;;;;;
