Localité;ID;Code postal;ssCommune;Sous-commune;Commune principale;Province;;;;;;;;;;;;;;;;;;;;;
Papignies;7831;7861;VRAI;Oui;LESSINES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Wannebecq;7832;7861;VRAI;Oui;LESSINES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ogy;7833;7862;VRAI;Oui;LESSINES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ghoy;7834;7863;VRAI;Oui;LESSINES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Deux-Acren;7835;7864;VRAI;Oui;LESSINES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Bois-De-Lessines;7836;7866;VRAI;Oui;LESSINES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ollignies;7837;7866;VRAI;Oui;LESSINES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Bauffe;7838;7870;VRAI;Oui;LENS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Cambron-Saint-Vincent;7839;7870;VRAI;Oui;LENS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Lens;7840;7870;FAUX;Non;LENS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Lombise;7841;7870;VRAI;Oui;LENS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Montignies-Lez-Lens;7842;7870;VRAI;Oui;LENS;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Flobecq;7843;7880;FAUX;Non;FLOBECQ;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ellezelles;7844;7890;FAUX;Non;ELLEZELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Lahamaide;7845;7890;VRAI;Oui;ELLEZELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Wodecq;7846;7890;VRAI;Oui;ELLEZELLES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Grandmetz;7900;7900;VRAI;Oui;LEUZE-EN-HAINAUT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Leuze-En-Hainaut;7901;7900;FAUX;Non;LEUZE-EN-HAINAUT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Thieulain;7902;7901;VRAI;Oui;LEUZE-EN-HAINAUT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Blicquy;7903;7903;VRAI;Oui;LEUZE-EN-HAINAUT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Chapelle-À-Oie;7904;7903;VRAI;Oui;LEUZE-EN-HAINAUT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Chapelle-À-Wattines;7905;7903;VRAI;Oui;LEUZE-EN-HAINAUT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Pipaix;7906;7904;VRAI;Oui;LEUZE-EN-HAINAUT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Tourpes;7907;7904;VRAI;Oui;LEUZE-EN-HAINAUT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Willaupuis;7908;7904;VRAI;Oui;LEUZE-EN-HAINAUT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Gallaix;7909;7906;VRAI;Oui;LEUZE-EN-HAINAUT;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Anvaing;7910;7910;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Arc-Ainières;7911;7910;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Arc-Wattripont;7912;7910;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Cordes;7913;7910;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ellignies-Lez-Frasnes;7914;7910;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Forest;7915;7910;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Wattripont;7916;7910;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Buissenal;7917;7911;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Frasnes-Lez-Buissenal;7918;7911;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Hacquegnies;7919;7911;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Herquegies;7920;7911;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Montroeul-Au-Bois;7921;7911;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Moustier;7922;7911;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Oeudeghien;7923;7911;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Dergneau;7924;7912;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Saint-Sauveur;7925;7912;VRAI;Oui;FRASNES-LEZ-ANVAING;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Brugelette;7926;7940;FAUX;Non;BRUGELETTE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Cambron-Casteau;7927;7940;VRAI;Oui;BRUGELETTE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Attre;7928;7941;VRAI;Oui;BRUGELETTE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Mévergnies-Lez-Lens;7929;7942;VRAI;Oui;BRUGELETTE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Gages;7930;7943;VRAI;Oui;BRUGELETTE;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Chièvres;7931;7950;FAUX;Non;CHIÈVRES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Grosage;7932;7950;VRAI;Oui;CHIÈVRES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Huissignies;7933;7950;VRAI;Oui;CHIÈVRES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ladeuze;7934;7950;VRAI;Oui;CHIÈVRES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Tongre-Saint-Martin;7935;7950;VRAI;Oui;CHIÈVRES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Tongre-Notre-Dame;7936;7951;VRAI;Oui;CHIÈVRES;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Beloeil;7937;7970;FAUX;Non;BELOEIL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Basècles;7938;7971;VRAI;Oui;BELOEIL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ramegnies;7939;7971;VRAI;Oui;BELOEIL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Thumaide;7940;7971;VRAI;Oui;BELOEIL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Wadelincourt;7941;7971;VRAI;Oui;BELOEIL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Aubechies;7942;7972;VRAI;Oui;BELOEIL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Ellignies-Sainte-Anne;7943;7972;VRAI;Oui;BELOEIL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Quevaucamps;7944;7972;VRAI;Oui;BELOEIL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Grandglise;7945;7973;VRAI;Oui;BELOEIL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Stambruges;7946;7973;VRAI;Oui;BELOEIL;HAINAUT;;;;;;;;;;;;;;;;;;;;;
Brugge;8000;8000;FAUX;Non;BRUGGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Koolkerke;8001;8000;VRAI;Oui;BRUGGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Hertsberge;8002;8020;VRAI;Oui;OOSTKAMP;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Oostkamp;8003;8020;FAUX;Non;OOSTKAMP;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Ruddervoorde;8004;8020;VRAI;Oui;OOSTKAMP;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Waardamme;8005;8020;VRAI;Oui;OOSTKAMP;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Sint-Andries;8200;8200;VRAI;Oui;BRUGGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Sint-Michiels;8201;8200;VRAI;Oui;BRUGGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Loppem;8202;8210;VRAI;Oui;ZEDELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Veldegem;8203;8210;VRAI;Oui;ZEDELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Zedelgem;8204;8210;FAUX;Non;ZEDELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Aartrijke;8205;8211;VRAI;Oui;ZEDELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Knokke;8300;8300;VRAI;Oui;KNOKKE-HEIST;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Westkapelle;8301;8300;VRAI;Oui;KNOKKE-HEIST;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Heist-Aan-Zee;8302;8301;VRAI;Oui;KNOKKE-HEIST;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Ramskapelle;8303;8301;VRAI;Oui;KNOKKE-HEIST;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Assebroek;8304;8310;VRAI;Oui;BRUGGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Sint-Kruis;8305;8310;VRAI;Oui;BRUGGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Damme;8306;8340;FAUX;Non;DAMME;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Hoeke;8307;8340;VRAI;Oui;DAMME;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Lapscheure;8308;8340;VRAI;Oui;DAMME;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Moerkerke;8309;8340;VRAI;Oui;DAMME;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Oostkerke;8310;8340;VRAI;Oui;DAMME;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Sijsele;8311;8340;VRAI;Oui;DAMME;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Blankenberge;8312;8370;FAUX;Non;BLANKENBERGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Uitkerke;8313;8370;VRAI;Oui;BLANKENBERGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Houtave;8314;8377;VRAI;Oui;ZUIENKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Meetkerke;8315;8377;VRAI;Oui;ZUIENKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Nieuwmunster;8316;8377;VRAI;Oui;ZUIENKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Zuienkerke;8317;8377;FAUX;Non;ZUIENKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Dudzele;8318;8380;VRAI;Oui;BRUGGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Lissewege;8319;8380;VRAI;Oui;BRUGGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Zeebrugge;8320;8380;VRAI;Oui;BRUGGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Oostende;8400;8400;FAUX;Non;OOSTENDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Stene;8401;8400;VRAI;Oui;OOSTENDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Zandvoorde;8402;8400;VRAI;Oui;OOSTENDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
De Haan;8403;8420;FAUX;Non;DE HAAN;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Klemskerke;8404;8420;VRAI;Oui;DE HAAN;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Wenduine;8405;8420;VRAI;Oui;DE HAAN;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Vlissegem;8406;8421;VRAI;Oui;DE HAAN;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Middelkerke;8407;8430;FAUX;Non;MIDDELKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Wilskerke;8408;8431;VRAI;Oui;MIDDELKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Leffinge;8409;8432;VRAI;Oui;MIDDELKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Mannekensvere;8410;8433;VRAI;Oui;MIDDELKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Schore;8411;8433;VRAI;Oui;MIDDELKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Sint-Pieters-Kapelle;8412;8433;VRAI;Oui;MIDDELKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Slijpe;8413;8433;VRAI;Oui;MIDDELKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Lombardsijde;8414;8434;VRAI;Oui;MIDDELKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Westende;8415;8434;VRAI;Oui;MIDDELKERKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Bredene;8416;8450;FAUX;Non;BREDENE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Ettelgem;8417;8460;VRAI;Oui;OUDENBURG;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Oudenburg;8418;8460;FAUX;Non;OUDENBURG;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Roksem;8419;8460;VRAI;Oui;OUDENBURG;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Westkerke;8420;8460;VRAI;Oui;OUDENBURG;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Gistel;8421;8470;FAUX;Non;GISTEL;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Moere;8422;8470;VRAI;Oui;GISTEL;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Snaaskerke;8423;8470;VRAI;Oui;GISTEL;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Zevekote;8424;8470;VRAI;Oui;GISTEL;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Bekegem;8425;8480;VRAI;Oui;ICHTEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Eernegem;8426;8480;VRAI;Oui;ICHTEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Ichtegem;8427;8480;FAUX;Non;ICHTEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Jabbeke;8428;8490;FAUX;Non;JABBEKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Snellegem;8429;8490;VRAI;Oui;JABBEKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Stalhille;8430;8490;VRAI;Oui;JABBEKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Varsenare;8431;8490;VRAI;Oui;JABBEKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Zerkegem;8432;8490;VRAI;Oui;JABBEKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Kortrijk;8500;8500;FAUX;Non;KORTRIJK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Bissegem;8501;8501;VRAI;Oui;KORTRIJK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Heule;8502;8501;VRAI;Oui;KORTRIJK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Bellegem;8503;8510;VRAI;Oui;KORTRIJK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Kooigem;8504;8510;VRAI;Oui;KORTRIJK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Marke;8505;8510;VRAI;Oui;KORTRIJK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Rollegem;8506;8510;VRAI;Oui;KORTRIJK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Aalbeke;8507;8511;VRAI;Oui;KORTRIJK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Kuurne;8508;8520;FAUX;Non;KUURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Harelbeke;8509;8530;FAUX;Non;HARELBEKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Bavikhove;8510;8531;VRAI;Oui;HARELBEKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Hulste;8511;8531;VRAI;Oui;HARELBEKE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Deerlijk;8512;8540;FAUX;Non;DEERLIJK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Zwevegem;8513;8550;FAUX;Non;ZWEVEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Heestert;8514;8551;VRAI;Oui;ZWEVEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Moen;8515;8552;VRAI;Oui;ZWEVEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Otegem;8516;8553;VRAI;Oui;ZWEVEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Sint-Denijs;8517;8554;VRAI;Oui;ZWEVEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Gullegem;8518;8560;VRAI;Oui;WEVELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Moorsele;8519;8560;VRAI;Oui;WEVELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Wevelgem;8520;8560;FAUX;Non;WEVELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Anzegem;8521;8570;FAUX;Non;ANZEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Gijzelbrechtegem;8522;8570;VRAI;Oui;ANZEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Ingooigem;8523;8570;VRAI;Oui;ANZEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Vichte;8524;8570;VRAI;Oui;ANZEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Kaster;8525;8572;VRAI;Oui;ANZEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Tiegem;8526;8573;VRAI;Oui;ANZEGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Avelgem;8527;8580;FAUX;Non;AVELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Kerkhove;8528;8581;VRAI;Oui;AVELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Waarmaarde;8529;8581;VRAI;Oui;AVELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Outrijve;8530;8582;VRAI;Oui;AVELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Bossuit;8531;8583;VRAI;Oui;AVELGEM;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Espierres;8532;8587;VRAI;Oui;ESPIERRES-HELCHIN;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Helchin;8533;8587;VRAI;Oui;ESPIERRES-HELCHIN;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Beerst;8600;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Diksmuide;8601;8600;FAUX;Non;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Driekapellen;8602;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Esen;8603;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Kaaskerke;8604;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Keiem;8605;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Lampernisse;8606;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Leke;8607;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Nieuwkapelle;8608;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Oostkerke;8609;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Oudekapelle;8610;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Pervijze;8611;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Sint-Jacobs-Kapelle;8612;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Stuivekenskerke;8613;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Vladslo;8614;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Woumen;8615;8600;VRAI;Oui;DIKSMUIDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Handzame;8616;8610;VRAI;Oui;KORTEMARK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Kortemark;8617;8610;FAUX;Non;KORTEMARK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Werken;8618;8610;VRAI;Oui;KORTEMARK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Zarren;8619;8610;VRAI;Oui;KORTEMARK;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Nieuwpoort;8620;8620;FAUX;Non;NIEUWPOORT;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Ramskapelle;8621;8620;VRAI;Oui;NIEUWPOORT;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Sint-Joris;8622;8620;VRAI;Oui;NIEUWPOORT;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Avekapelle;8623;8630;VRAI;Oui;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Booitshoeke;8624;8630;VRAI;Oui;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Bulskamp;8625;8630;VRAI;Oui;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
De Moeren;8626;8630;VRAI;Oui;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Eggewaartskapelle;8627;8630;VRAI;Oui;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Houtem;8628;8630;VRAI;Oui;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Steenkerke;8629;8630;VRAI;Oui;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Veurne;8630;8630;FAUX;Non;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Vinkem;8631;8630;VRAI;Oui;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Wulveringem;8632;8630;VRAI;Oui;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Zoutenaaie;8633;8630;VRAI;Oui;VEURNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Oostvleteren;8634;8640;VRAI;Oui;VLETEREN;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Westvleteren;8635;8640;VRAI;Oui;VLETEREN;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Woesten;8636;8640;VRAI;Oui;VLETEREN;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Lo;8637;8647;VRAI;Oui;LO-RENINGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Noordschote;8638;8647;VRAI;Oui;LO-RENINGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Pollinkhove;8639;8647;VRAI;Oui;LO-RENINGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Reninge;8640;8647;VRAI;Oui;LO-RENINGE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Houthulst;8641;8650;FAUX;Non;HOUTHULST;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Klerken;8642;8650;VRAI;Oui;HOUTHULST;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Merkem;8643;8650;VRAI;Oui;HOUTHULST;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Adinkerke;8644;8660;VRAI;Oui;DE PANNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
De Panne;8645;8660;FAUX;Non;DE PANNE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Koksijde;8646;8670;FAUX;Non;KOKSIJDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
Oostduinkerke;8647;8670;VRAI;Oui;KOKSIJDE;FLANDRE-OCCIDENTALE;;;;;;;;;;;;;;;;;;;;;
